restaurant_name,author,rating,text,time
阿薄郎台式小酒館－公館店,Che-Wei Hsu,2 顆星,"12:30點完一份大滿足餃子餐，一直等到13:20才上餐，不說我還以為豬肉是現宰、高麗菜是現採的。有鑑於此，非常不推薦沒有充裕時間能等待的客人來吃。
看在椒麻醬跟甜脆冰淇淋很好吃，各給一顆星",5 個月前
阿薄郎台式小酒館－公館店,TinTin Shu,4 顆星,品質不穩定，第一次吃的餃子煎的剛好，炸的也剛好，真的很好吃，所以二次蒞臨，但這次吃的煎餃過焦，炸餃子炸過頭，照片有上次跟這次可以對比一下，如果品質控制好這家我的會是常客...如果再一次不好的經驗，我就不再去啦,1 年前
阿薄郎台式小酒館－公館店,Yu Chang,2 顆星,"菜單圖片是三卷 但是上來只有兩卷就算了 一卷的大小比成年男性大拇指還小🙃$120再加服務費，真的盤子ಥ_ಥ
吃過很多次，雖然口味是還不錯，但東西縮水的太誇張！",2 個月前
秘徑小食光,Luke Hsieh,4 顆星,台電大樓站的小秘境餐廳，如不是要到附近聚餐的不容易發現。環境優雅，空間大，適合朋友聚餐跟家庭聚會。選的是鮭魚燉飯，星期天晚上吃的份量很足夠，價格算合理，動作蠻快就上菜了。未來公館商圈聚餐去處又多一個。,1 個月前
秘徑小食光,黃一倫,3 顆星,"商業午餐：碳烤豬排$280
豬排：中等
白飯：超難吃，結塊，太軟，很像麻糬前狀態
湯：只有玉米味
配菜：豆干不錯吃、綠菜普通
水煮蛋：接近溏心蛋，好吃
甜點：焦糖布丁很好吃",2 個月前
秘徑小食光,李雅惠,5 顆星,"場地的採光良好
天氣好的時候陽光灑下來的感覺很棒
餐點的部分很不錯
跟三五好友一起聊天用餐都很適合",3 個月前
秘徑小食光,羅生祐,1 顆星,"鬆餅沒熟 兩份都沒熟
不知道是店家獨特口感
還是就是單純沒熟",4 個月前
秘徑小食光,米克斯,5 顆星,環境寬敞舒適，用餐氣氛自在，確實有「秘境」的感覺。菲力鮭魚排肥美、物有所值，炒蛋也很美味，今日唯一缺點是雞排醃得太鹹。但整體感覺很棒，會再光顧。,8 個月前
秘徑小食光,081_賴佳惠,5 顆星,"2024.12.07
✨清炒彩蔬義大利麵：麵體軟硬和份量適中，很入味。各項蔬菜料理的也很棒。洋蔥、玉米筍、紅蘿蔔和青花菜不會過於軟爛也不會太硬，可以感受到本身的鮮甜；菇類香味滿溢而Q彈有嚼勁；馬鈴薯和南瓜足夠軟爛，前者香後者甜。

✨附湯（玉米濃湯）：吃的到玉米跟馬鈴薯等配料，真材實料，奶香剛好。

整體來說覺得空間舒適雅緻、燈光音樂優雅和諧，價位也合理。適合個人用餐、伴侶約會也適合三五好友或家庭聚餐（有嬰幼兒座椅）。

支援電子支付（街口、Taiwan pay...）✅
交通便利、服務親切 ✅
提供素食友善選擇 ✅

列入可再訪清單 🫶🏻",1 年前
秘徑小食光,彭郁婷,4 顆星,"店員很服務很熟稔 快速招呼安排位子
店內很寬敞舒適 明亮 廁所也很乾淨
默默邊上餐邊收桌子 桌子一直都保持乾淨
今天用餐是沒有收服務費的

上菜速度比預想快
濃湯味道很普通但是夠熱
沒有很濃偏稀 不奶也沒有很咸

貝果很脆很好吃就是有點刮嘴
裡面配料跟味道比較單一
只有鮭魚生菜配一點起士跟芥末梓醬
吃到後來有點膩口
太陽蛋煎的很完美灑點鹽提味
薯條脆而不油膩 沙拉新鮮～

燉牛肉很普通 聞起來很像 牛肉軟嫩微柴
不是濃稠的那種 飯煮的還可以 份量足
鹹淡合宜 還算下飯

沒有拍到飲料
約克夏鮮奶茶熱的好好喝
但是大約有5分糖的甜度
茶味不重 奶味溫醇",10 個月前
秘徑小食光,Rae eee,5 顆星,食物好吃，鮭魚松露燉飯不會過鹹，吃到最後也不膩，配菜豐富，味道也都不錯，不會只有水煮的單調感。每日濃湯就是一般正常的玉米濃湯。缺點是份量不足，如果飯量再多一點就好了。,8 個月前
秘徑小食光,Juliet (周姿良),4 顆星,"《龍蝦沙拉18、德式香腸230、NG餅乾100》
只有戶外座位，夏天頗熱，有蚊子。
餐點較單一，但披薩味道不錯，不會太鹹。
NG餅乾很划算。",1 年前
秘徑小食光,辜淑靜,5 顆星,闆娘很熱心，原本被安排最裡面的中間位置，因我們是聽障，說話聲音略大，希望能安排角落位置，一來避免干擾他人，二來該位置正好附有插頭，闆娘便一話二不說馬上為我們換位置，位置對了，氣氛也就足了，其餐點也不錯吃，唯一可惜的是未能附上餐點照片，往往都是送來才發覺好像是另外一個比較划算@@建議附上照片好提供顧客多元選擇唷，下次還會再來光顧，讚！,9 個月前
秘徑小食光,欸冷綠,5 顆星,蕈菇奶醬義大利麵好吃，已經很推了。殊不知例湯才是最猛的那個。例湯是玉米濃湯，有熬煮的洋蔥、馬鈴薯、玉米，吃起來非常鮮甜濃郁，超讚！內用環境很大、舒適，某些位置甚至有插座。氣氛非常適合朋友聚餐聊天。,1 年前
秘徑小食光,陳妍安,5 顆星,餐點美味，擺盤漂亮，胃口大開，推薦農夫蛋捲，女生量剛剛好。環境清潔，明亮自然風，來到此都放鬆了，很美的用餐空間，平日沒有用餐時間限制，適合聚餐聊天～,1 年前
秘徑小食光,YaChu Chen,3 顆星,"空間寬敞，佈置溫馨典雅，桌與桌之間的空隙很寬。但也因為場地大，許多聚會與親子都會選擇在此用餐，喧嘩聲四起，有些父母也會因為空間寬敞就放任小孩跑來跑去。孩子用力踩踏在木製地板上，聲響仍是可怕的。這部分或許店家是無能為力的，只能說同室用餐客人的水準實在是很靠運氣了。
內場兩位，外場一位（看起來是幫忙母親餐廳生意的女兒）服務態度都很好！很謝謝她們的親切。
就是上菜速度實在有些慢，至櫃檯點餐買單後，等超過30分鐘仍未獲得我點的義大利麵，或許店內人手不足也是個問題吧。
料理本身是美味的！一口吃下去就能感受到食材與調理的用心，東西是真的好吃
友人點的能量盤，份量也是很大，再加上套餐的麵包濃湯與飲料，是可以吃得又健康又飽足的。
廁所部分，男女廁有做分隔！這點覺得在小店裡真是越來越稀有了，但這真的很棒。
對餐廳內容本身各方面都滿意，就是上菜速度希望能再改進，也希望至少規範一下客人的用餐音量以不打擾其他桌為主，也不要放任孩子四處奔跑，還是會有危險的。",2 年前
秘徑小食光,快樂嚕嚕米,5 顆星,"順著導航走進羅斯福路四段巷子裡，僅憑門外的街景很想像門內的樣子，像走進森林園區的景觀餐廳，沿途步道走累了進門休憩一下。

看評論說這裡擁擠、吵雜，可能是避開尖峰時刻或假日時光來用餐，所以比較被詬病的地方直接排除掉了XD，就這樣五點多傍晚時刻沐浴在寬敞的空間。

點了一份迷迭香雞腿沙拉、鮭魚松露燉飯、冰美式咖啡，沙拉菜盤端上來看到厚厚堆疊，滿滿生菜水果，淋上和風醬汁，鮮嫩多汁雞肉，非常滿足。

鮭魚松露燉飯每一口都是滿滿的鮭魚碎塊，但飯的入味程度個人覺得可以再濃一些，跟鮭魚的味道比較能融合在一起，不然會有一種飯是飯，鮭魚是鮭魚的分離感，不過料給的十足有誠意👍

座落在捷運公館站和台電大樓中間，用走的跟騎車都算方便，開車要考慮一下XD",1 年前
秘徑小食光,Linda Wu,4 顆星,"環境乾淨，周間晚餐人不多，沒遇到上網友說的菜速度慢情形。

薄鹽香煎鯖魚+B附餐，整盤上菜看來蠻清爽，鯖魚肥美薯條酥脆，可頌及嫩蛋都到位，加上一咪咪水果，依份量看稍貴但著實不錯吃。朋友點的西西里蕃茄海鮮麵及辣味粉嫩雞肉筆管麵也都獲好評。

可能剛好是用餐時間，如果補水速度快些就更佳。",2 年前
秘徑小食光,莊民敬,5 顆星,"150元的便當幾乎都點過一輪了。
考量地段店租，應該是合理的價格。
便當主餐的部分都吃得出用心，份量也不少。舒肥雞肉兩種口感都很嫩。鹹豬肉跟咖哩也不錯。偶爾有三杯雞跟兩種熱壓吐司，口味不差。霜降牛肉片比較缺乏特色。
配菜部分，碳烤（？）蔬菜是整個便當最大的強項，可以作為該店特色。問題是，後來在碳烤之外，常常摻一點三色豆、豆乾等等不是很搭的配菜，也不是碳烤的做法。不知道是否有成本考量，但店家其實若能專注在多樣化的碳烤口味蔬菜，我覺得會比較吸引人。
真心希望他們能順利經營下去。",4 年前
秘徑小食光,劉修齊（Hsiu-chi Liu）,4 顆星,"店內非常寬敞舒適，以師大附近來說，這樣「親子友善、活動空間足夠大」的小店真的不多了（所以用餐當天有兩組客人都是帶小朋友來喔！）店內的大樹主題也讓人印象深刻，真的是很適合小朋友用餐的環境。

蕈菇奶醬義大利麵🍝 280元

義大利麵就中規中矩，是好吃的（但價格可能是因為租金的關係，就稍微高了一點點，如果是多人聚餐，選擇不想太複雜，這邊真的很適合）。

280元有麵、有湯、有寬廣的用餐空間、可與其他用餐者保持一定距離，價格部分就見仁見智了，未來如果有多人聚餐，我會推薦這家～",9 個月前
秘徑小食光,Miriam,4 顆星,"環境舒適、餐點特別，很適合不趕時間、想要久坐和帶孩子的人，上菜速度不快，可以街口支付很方便。
早午餐附一杯飲料，我點水果茶，有杏桃果汁的感覺，雞胸肉這次選香料口味竟然跟一般餐廳的不同，是花椒風味、有點辣。半熟炒蛋偏生，很嫩，喜歡這種口感的人應該會愛。吐司是巧克力口味，不錯吃。沙拉醬是清爽的優格醬，整體來說跟一般餐廳吃到的不太一樣，蠻特別。鮮蝦義大利麵的蝦子有五隻，味道ok。
整體價位偏高，但覺得是氣氛和環境舒適取勝。",2 年前
秘徑小食光,Sapphic Hsiao,5 顆星,門外看似正常 入門後別有洞天 實在太符合店名👍 空間非常寬敞 感覺可以包場辦趴或開同學會 雖是開放式廚房但無油煙味 食物口味中上份量足 如果醬料可自製不用調理包更加分 支付方式有台灣pay 但發票居然是二聯😂,1 年前
秘徑小食光,Una Chen,5 顆星,份量超級大的，餐點裡的沙拉蔬菜也給得很大方！尖峰時刻才有限時2小時，今天不知不覺就待了很久🤣 食物很新鮮豐盛、環境也很舒服，這樣加一成服務費330覺得cp值很高！ …,3 年前
秘徑小食光,Yi Cheng,5 顆星,"環境🌕🌕🌕🌕🌕
從門口看沒想到內部空間很大。
與外面的巷子彷彿是個隔離空間。
座位多，適合聚餐。
老闆不大會催促用餐。

食物🌕🌕🌕🌕
食物好吃，
份量看起來還好，但其實吃起來頗飽。",1 年前
秘徑小食光,鄒建澔,5 顆星,"環境非常舒適，座位寬敞，提供網路插座開水，天氣冷時還會有溫熱水，十分的暖心，餐點茶水美味，平日也有商業午餐可供選擇。
重點是，雖然限時兩小時，只要沒有客滿，漂亮的老闆娘們都很歡迎讓客人留下來聊天辦公讀書，實屬是一家值得一來再來的祕密簡餐店 :)",4 年前
秘徑小食光,林逸秀,3 顆星,"餐廳氣氛滿好的 空間大舒適
但服務員偏少 從點餐到上餐足足等了30分鐘
而且餐點cp 值也偏低
一個早午餐盤 要價360 但裡頭只有少少的東西+一碗湯
下次應該不會回訪",1 年前
秘徑小食光,ᄒ ᄉᄒ,2 顆星,"門口的招牌舊舊的，但店裡的裝潢設計很有氛圍

食物味道不錯，CP值也不錯
兩顆⭐️的原因是店員的態度很有問題

兩個人點了兩份餐點，經過大約20分鐘只拿到套餐例湯。而後又過25分鐘左右餐點還是沒有送到，於是到櫃檯詢問，店員才表示下一單「就」換我們了。

最後在14:07，距離點餐經過59分鐘的時間，我們才拿到「第一份」餐點。店裡客人並沒有坐滿，雖然店員只有3位，但需要等這麼久也沒有事先告知。

再5-10分鐘後收到第二份餐點時，我們主動跟店員說：「不好意思，想問為什麼今天餐點等這麼久，雖然我們也是第一次來的。」，然而店員的表情很像是我們在為難她，口氣不太好的回復：「幫你們再跟老闆反應哦。」也沒有道歉，就走人了。

店員也真的有幫我們跟老闆反應，表示老闆要請我們冰紅茶。無功不受祿，原本只是想表達不開心的反應，但在店員的堅持下，我們只好提出做成外帶杯的請求（因為實在等待過久，還有其他行程安排沒辦法繼續坐），結果店員的表情又再次不太好。

最後我們也沒收到什麼「不好意思」，或是「很抱歉讓你們等這麼久」之類的安慰話語，只有拿到兩杯半滿的外帶杯冰紅茶。現在基本時薪都有183了，看來客人的時間最便宜的耶～",1 年前
秘徑小食光,陳小明,1 顆星,"有小朋友的爸爸媽媽要注意：

餐點是好吃的，但餐點點好已經結賬，快用餐完畢，才告知14個月的小朋友也有$150的低消。我們四個大人一個小朋友，本來點了四份餐點一杯飲料$1500，後來說小朋友也有低消，馬上去加點三杯$50的飲料，店家說本來加購飲料不可以算低消，這次就算了！

小朋友才14個月，怎麼可能可以吃到一份餐點或小吃呢？覺得有小朋友的人不大適合來這間餐廳。",3 個月前
秘徑小食光,An-Min Jeng,2 顆星,空間寬敞、廁所乾淨，大概是這裡唯二的優點。出餐速度非常慢，明顯人手不足，餐點也沒有美味到讓人想回訪的程度（照片是「鮭魚穀物能量盤」（320元），加套餐需另加120元，可沙拉/濃湯/麵包/飲料四選三）。空間寬敞的另一個意思就是這裡有非常多家庭會帶小孩來用餐，放任小孩滿屋子奔跑，也有長桌供沒禮貌的退休人士把餐廳當自己家客廳大聲喧嘩。或許有人不怕吵，甚至喜歡這種「快活的氣氛」，但對於希望安靜用餐且較趕時間的人不推薦，入店消費前請三思。,2 年前
秘徑小食光,New Chen,4 顆星,"運動完發現的好空間，場地蠻大的
想說養身一點，選擇了鮭魚沙拉

水果的份量很多，我是個幾乎不吃水果的人能不吃就不吃
但這一盤竟然讓我吃得很乾淨、沒有排斥感

+$40可以選檸檬紅茶、柳橙汁、咖啡
本身有附水，份量也小杯
建議選甜點折扣吃吃看

下次想吃義大利麵+套餐",2 年前
秘徑小食光,J.Y,3 顆星,"空間不錯，跟朋友來可以輕鬆聊聊天，但是食物有待加強；蔥鹽舒肥雞肉沙拉還可以，義式雞腿排是用類似薑黃的香料製成，然後味道也比較乾，整體不太喜歡~
Ps. 現打果汁跟綠拿鐵是好喝的，推薦！",5 年前
秘徑小食光,呂維靜,5 顆星,"環境非常的棒，會想推薦，餐點每一道都非常非常的好吃，吃了都有衝動想要再點吃一次°
唯獨上菜時間太久了，我從進門點餐到吃到食物，整整等了一個小時，希望出菜速度能改進°",2 個月前
秘徑小食光,Hsin Hsin Chang,5 顆星,"外帶餐盒很好吃！！！
那個番茄有夠驚豔！！
但當天沒客人 等兩個便當等了20分鐘有點久
幸好蠻好吃的🥹👍🏻👍🏻👍🏻

店內空間也很大 很適合辦活動聚餐",1 年前
秘徑小食光,Yvonne,4 顆星,隱身在台電大樓站的小巷子，外觀看似不起眼有如店名一樣的秘徑，一進去裡面空間很大ㄟ，外觀真的看不出來，店內餐點中規中矩，價格偏中價位，想和朋友聊聊天的很適合的地方。,1 年前
秘徑小食光,Lin Dale,5 顆星,"▶️奶醬雞肉義大利麵餐點清爽不油膩，口味合宜，份量大概吃6-7分飽

▶️室內環境有種特別感，進入有種祕境感，很喜歡座位的安排，不會太擁擠，親子友善大推。

▶️當日用餐為假日下午2點多，當時用餐組數不多莫約3組，出餐很迅速。

（當日臨時起意用餐，很意外找到溫馨合宜的店家）❤️",2 年前
秘徑小食光,Celeste Lee,1 顆星,"前面留言說等了90分鐘突然很欣慰
我的只有等70分鐘唷^_____^
店員已經練就一身好功力
無視你的等待眼神，前去關心只說快好了
飲料也是催了後60分鐘終於送上
我想是剛採收的茶葉吧^_____^

店家動作只有送菜單最快
這個教訓告訴大家選店要看評價！！！！而且要看近期的！！

至於餐點如何，通常等很久會覺得應該很好吃吧？
炒蛋完全不行（掩面），總匯三明治普通，理頭是雞肉跟德式香腸切片，沙拉還沒給醬，只好借用同行友人的
這餐點的精緻度跟困難度要等一小時
我真的是太後悔走進來了....（捶！）",5 年前
秘徑小食光,Mars Ho,4 顆星,"假日早上11點左右來吃早午餐
內用很寬廣，位置坐起來很舒適

餐點部分 主餐都蠻好吃
舒肥雞胸，蔥鹽調味很不錯，口感也不會乾柴
牛肉軟法也蠻好吃，麵包酥軟，餡料份量足，口味濃厚

配菜跟套餐炸物就表現普通，加套餐感覺沒很划算

上菜速度略慢，主菜吃完，飲料都還沒上…再加強一下會更好",3 年前
秘徑小食光,吃貨系少女香香ㄦ,4 顆星,"環境還不錯
很有祕境的感覺♥️

交通位置也蠻方便的
如果開車的話要找一下停車場

餐點不錯♥️♥️
很適合朋友們吃飯聚聚",1 年前
秘徑小食光,Reya Trieu,5 顆星,"氣氛超適合約會
店內裝潢舒適 播放著柔和的音樂
食材很新鮮",10 個月前
秘徑小食光,Palio CHANG,3 顆星,"這次是假日週六的中午11點多來的，先講結論，給3星是不曉得吃什麼可以來嚐嚐。
1.空間：店內空間大，但靠近門口採光好，好到有點太亮刺眼，但中間的位置桌椅偏低，正常的高度區域的座位會有些許油煙味，但整體佈置還算可以。
2.價位：以這樣份量價位偏高，可能打個9折比較合適。
3.服務：可刷卡，帶位跟收拾的速度還可以。
4.餐點：燉飯好吃口味很好，義大利麵還算ok，生菜沙拉就是份量略少，牛肉軟法很雷，建議點燉飯就好。",3 年前
秘徑小食光,Evian Chen,4 顆星,"入口雖然小小的不太起眼，但室內不的空間非常寬廣
我在平日下午一點半左右的時間過去，只有一組客人而已，不僅安靜，還有插頭可以工作，算是不錯的地方（後來人有慢慢變多）
不過餐點的部分覺得偏貴，調味上不會很重，算還不錯，還有一碗濃湯蠻好喝的，不過加四十元換柳橙汁就不用了，就是色素味很重的果汁而已",1 年前
秘徑小食光,FANG LEE,5 顆星,服務相當不錯，店內空間大環境舒適，適合多人聚餐，點了燻雞熱壓吐司及馬鈴薯培根軟法都好吃，用料實在，生菜是自家水耕的，吃起來新鮮，推推！,6 年前
秘徑小食光,陳歐郎,5 顆星,"雖然量不多，價格稍稍貴一些
老闆阿沙力，謝謝老闆
還是給到五顆星👍
東西是好吃的，吃了身體覺得舒服",上次編輯：2 年前
Second Floor 貳樓公館店,張玉杰,4 顆星,"謝謝貳樓持續提供美好的餐點及貼心的服務，我們享受早午餐及第二杯飲料的續加服務，我們發現，第二杯飲料的續加服務時間變長，也就是每一次續加都要15分鐘以上，因此我們的家人只能一直喝桌邊水，這是比較可惜的。貳樓加油！

PS: 壽星享有[免費生日蛋糕]一份，但要記得先加入成為會員喔！🎉",1 週前
Second Floor 貳樓公館店,金祥發,4 顆星,"貳樓餐廳｜餐點不錯，但那個味道真的讓人吃到崩潰

第一次來貳樓用餐，是朋友大力推薦才一起來試試。結果一進店覺得服務還不錯，沒想到真正的「驚喜」是在二樓座位等著我。

店員問我要坐樓梯旁還是角落，我還天真以為角落有窗景、比較舒服，結果一坐下去……
尿騷味。超級濃。直接炸裂我的鼻子。

我本來以為是錯覺，但味道濃到完全無法忽視，甚至一度懷疑是不是哪裡有人失控過。接著餐點上桌、陽光照射，店員貼心拉下捲簾後——味道更悶、更濃，一瞬間我真的搞不清楚那到底是霉味、尿味，還是兩者的「夢幻聯動」。

重點是：
貳樓的餐點真的不差，可惜全部被這個味道毀掉。

環境味道嚴重到影響食慾、影響體驗、影響我對這家店的所有好感。餐廳可以忙、可以生意好，但基本的環境衛生跟氣味管理，是不應該被忽略的。

建議店家真的要徹底檢查——
✔ 餐廳內潮濕？
✔ 牆角發霉？
✔ 冷氣系統積味？
✔ 某些座位長期清潔不徹底？

因為那味道不是偶發，是「明顯到你不可能錯過」的程度。

結論：
餐好吃，但環境味道讓整餐從享受變成忍耐。
如果環境不改善，再好吃的東西也救不了整體評價。",1 個月前
Second Floor 貳樓公館店,陳洛茨,5 顆星,"二訪貳樓，東西好吃CP值高，寵物超友善！
還有準備狗狗的炒蛋跟水碗，店員都很喜歡狗狗，非常親切🫶🏻吃的超飽🙌🏻",1 週前
Second Floor 貳樓公館店,TITUS Chiang,4 顆星,"蒜香薯條第一次吃，調味意外的搭，挺不錯吃的。
假日人多，點餐時都有事先預告上餐比較慢，挺合情合理的。
但是，用餐中途飲料續杯時，速度真的有點慢，不知道是坐在二樓的原故，還是……？",3 週前
Second Floor 貳樓公館店,小可,5 顆星,濃湯真材實料不是水水的，味道恰到好處，曙光鮮蝦麵份量充足又新鮮好吃，麵包附的黑糖奶油抹醬很香但不膩口，還可以寵物友善狗狗也有炒蛋跟水🩶🩷❤️，會再訪👍👍👍👍,1 個月前
Second Floor 貳樓公館店,kiki,5 顆星,"餐點好好吃！
點了蒜香🧄薯條
熱熱時吃 超讚👍
沙拉🥗也是好大一份～
早午餐的擺盤真的讓人很有食慾
食材都很新鮮
店員服務也很熱情
一直幫忙續加飲料
最喜歡貳樓的飲料無限喝到飽！
甜點布朗尼 有點太甜了！
上面的鮮奶油都不太敢吃～
整體還是一樣很棒 推薦！
這家裝潢獨棟也很漂亮",1 個月前
Second Floor 貳樓公館店,TUNG CHANG,4 顆星,"貳樓永遠是吃不膩的愛店！！

公館分店空間很大，甚至有兩層樓，但依然抵擋不住排隊的人潮，需要提前訂位才比較保險，帶著爸爸來嘗鮮，他點了班尼迪蛋，我點了歐姆蛋，男朋友點了排行第一的曙光醬鮮蝦義大利麵，本來最不看好男朋友的，沒想到居然很好吃？！

必須誇獎小食們的水準，非常喜歡肉醬薯條，是罪惡又快樂的存在，有肉醬有起司還有酥脆薯條，雞尾酒醬佐炸鮮魷也很好吃，份量很大，感覺都在擔心客人吃不飽，因為太好吃所以我們一點都沒有浪費~

吃下來覺得歐姆蛋反而比較普通，下次應該還是會選擇我的本命，台胃口水雞班尼迪蛋，因為蛋類料理涼掉就沒那麼好吃了，裡面的起司感覺也還沒完全融化，有點可惜！",3 個月前
Second Floor 貳樓公館店,YC LLL,2 顆星,"1. 漢堡牛肉非常乾柴，絕對是地雷，不要點！
漢堡王、麥當勞的漢堡肉都還比較好吃
這裡只是份量比較大而已。好吃的漢堡店無敵多，有更好的選擇。
漢堡麵包也是滿乾，整體沒什麼調味裡面只有抹美乃滋。附的馬鈴薯比較重口味，是美國馬鈴薯，比較偏乾，很需要配飲料一起吃。

2.舒肥牛排值得稱讚，肉質嫩度都剛好，沒有調味，可自己加鹽巴。巴沙魚沒有太軟爛，有烤乾，也是滿意料之外的好吃。

3. 豬排裏面有夾火腿，藍帶豬排的做法，也是不錯。燉飯是台式口味，飯很軟爛。適合喜歡吃中式燉飯的人。裡面的花椰菜略硬，沒有很熟。",3 個月前
Second Floor 貳樓公館店,榻榻米,3 顆星,"餐點越來越貴，反應在排隊的人潮上，印象中幾年前想吃貳樓是一位難求，現在下午一點鐘不用排隊就能直接入座，也挺幸運的。

當然在學區中，年輕人還是會來聚餐，不過也多了好多長輩聚餐，也許是反應在消費能力上吧，長輩以後應該會漸漸成為主力消費族群。

餐點的準備其實看得出來都以簡單方便製作為主，沙拉的部分就是食材切好、擺好呈盤，餐點價值以顏色擺盤好看為訴求。不過既然都用到鷹嘴豆了，口感可以再加強。烤的乾乾卻又索然無味的豆子，應該不是放一些辣椒粉就可以送上來的吧。

之前有吃過貳樓的牛肉，印象中軟嫩入味，不過今天送上的卻是調味組合過的牛肉...煙燻火腿？我不知道那是什麼肉。口感欠佳，有許多加工物的味道。

附的沙拉只放了一種生菜，淋了兩口巴薩米克醋，老實說滿難入口的。我是蠻喜歡吃沙拉的，但憑著幾滴醋，我也有點拿以下嚥。也許可以再附沙拉醬或至少淋一口橄欖油，我以為油+醋是基本的。

整體而言，所有菜色都很上相，拍照絕對是最吸睛的。但論調味是我吃過早午餐裡面最退步最多的一家。

也有可能是在學區附近，還是訴求份量夠大的餐廳吧，如果是不挑食、想吃夠份量的話，大力推薦。

但若想吃一頓精緻的早午餐，其實不需要來這邊。

台北市有許多高品質的澳式早午餐，擺盤用料、營養價值都高出許多，價格也差不多。

應該不會再訪，但還是感謝店經理？送的折價券，以及幫我打了八折。她看我的餐沒什麼吃，所以跑來關心。整體服務是很好的，只是餐點品質跟價格實在覺得普普通通，不會再訪。",4 個月前
Second Floor 貳樓公館店,K1 B0,2 顆星,餐點很值得推薦，但是我們自我們入座起一小時內至少打了5-6次蒼蠅（都大概有半個指甲大），另外還打了1-2次果蠅，以環境而言是不合格的。,2 週前
Second Floor 貳樓公館店,Andy Hsu,5 顆星,"今天下午臨時到公館的貳樓用餐，因為午餐沒吃，就隨便找了一家餐廳進去。

入座後先看了一下菜單，價格確實偏高，主食大多都在400元以上，如果再加套餐可能就接近500元。

不過實際上餐後，覺得份量很大，整體吃下來還算飽足。餐點方面，濃湯味道濃郁順口，主食的麵條硬度也掌握得很好，不會太軟或太硬，吃起來非常剛好。

環境上，下午時段人比較少，坐下來用餐的氛圍很舒適，甚至有點像下午茶餐廳的感覺，加上採光明亮，讓人心情很好，只是如果靠窗久坐，可能會覺得有些熱。

整體而言，餐點水準與環境表現都相當不錯，只是價格對小資族來說稍微高了一點。如果不在意預算的話，確實是一間值得回訪的好餐廳，所以整體我會給4.5顆星，接近滿分的評價。",3 個月前
Second Floor 貳樓公館店,YXZ,3 顆星,"餐點價位偏高，但口味表現普通，實際上並不好吃。
送上桌時食物是冷的，影響用餐體驗。

我覺得這間店比較適合朋友聚會、聊天放鬆；
如果是自己來，用餐內容和價格相比會覺得有點不划算。

另外，用餐時間安排得比較短，
如果是喜歡慢慢享受美味、想安靜吃一頓飯的客人，可能會不太適合。",1 個月前
Second Floor 貳樓公館店,米寶麻幸福滿載,5 顆星,"菜色真的是很多樣化，從經典早午餐、誘人義大利麵、濃郁燉飯，到豪華排餐和美式漢堡，怎麼點都能吃得心滿意足。
而且，這裡還是溫馨的寵物友善餐廳（記得訂位時先告知喔！），加上飲料無限續杯的高CP值服務，也難怪用餐時段就是滿滿的客潮
餐點上桌速度也不慢，來這裡聚餐小約會都很不錯，服務也很不錯，晚上特別有氛圍感",3 個月前
Second Floor 貳樓公館店,劉孟柔,5 顆星,"五星好評
餐點好吃
寵物友善 還有炒蛋給狗狗
服務人員都很愛狗狗唷",1 週前
Second Floor 貳樓公館店,柔伊,5 顆星,"美味，食物無雷，早午餐飲料可續，
冰美式很好喝。沙拉新鮮好吃，
橙香法式丹麥系列的早午餐 很好吃，
老公喜歡 #實打實招漢堡，辣椒漢堡也不錯。
孩子喜歡義大利麵（十點後才提供）
我喜歡班尼迪克蛋系列。
（感覺最近的 翹翹薯 好像變薄了）

如果喜歡吃麵包，可加三項220的選項。
麵包烤熱熱的超好吃，而且麵包可續。

今天第一次品嚐 開放三明治（燻鮭魚+酪梨）
也很好吃，適合女生食量小的。

整體服務親切，氣氛輕鬆。

比較常來公館店，每一位都面帶笑容，
今天特別留言是因為一樓的年輕男服務生（眼睛大大的）真的非常nice，
帶給我們愉快的早餐時光。

吃了好多年，吃過五家分店，
壽星生日當月的小蛋糕（強的）很好吃。
已經吃到VIP 九折。

貳樓是個朋友聚會，家庭聚餐的好選項，
洗手間也很乾淨。

希望冰奶茶能有半糖的選項，實在太甜了。

#寵物友善",3 個月前
Second Floor 貳樓公館店,李方菁,4 顆星,與家人聚餐，假日還是人太多了。寵物友善的服務很棒，但服務的態度與熱忱很制式，像是生產線，就是在完成一份工作。站前店的服務相對較佳。,4 個月前
Second Floor 貳樓公館店,蛤?,5 顆星,"綁馬尾的女生很可愛❤️‍🔥服務生都很親切
超滿意，下次還回訪(⁎⁍̴̛ᴗ⁍̴̛⁎)",1 週前
Second Floor 貳樓公館店,Anita Chen,5 顆星,麵包很好吃，尤其是那個圓形蜂蜜口味的！雞肉鮮蝦義大利麵也很好吃，醬汁調的剛剛好，口感很滑順，韓式炸雞一開始吃鹹甜好吃，後面就有點膩了，濃湯很普通，肉醬薯條可以點 要趁熱吃，我們有帶一隻狗狗，服務生態度很好也很貼心，會幫狗狗準備水碗跟炒蛋，狗狗也吃的很滿足，整體而言吃的很開心，會再訪。,1 個月前
